,Company Name,Job Summary,Job Title,Location,Salary Class
2036,Brilliance Publishing,"Computer Science fundamentals in object-oriented design, data structures, high-performance computing and GPGPU programming....",Software Development Engineer â€“ Emerging AWS Machine Learnin...,"Palo Alto, CA",Low
2037,Quantifind,Our Data Scientists are tasked with qualitatively understanding that data and then designing algorithms and processes to make it useful....,Jr Data Scientist,"Menlo Park, CA",Low
2038,Houzz,Work with data infrastructure / back-end peers to define the data collection needs for future data science work....,Data Scientist,"Palo Alto, CA 94301 (Professorville area)",Low
2039,RiverRock Network,Automating large-scale data processing in distributed computing environment. Solid experience developing in a Linux/Unix environment including hands-on...,NLP Development Engineer - (Data Scientist/Machine Learning),"Palo Alto, CA",Low
2040,Facebook,"Writing data pipelines and crafting interactive information visualizations (e.g., d3). Familiarity with any of the skills listed for scientists is a plus....","Engineer, Core Data Science","Menlo Park, CA",Low
2041,Shutterfly,The Data Scientist will be responsible for identifying opportunities to use customer driven analytics and marketing optimization techniques to improve decision...,Data Scientist,"Redwood City, CA",Low
2042,Adobe,"Data Scientist Intern. Performing analysis on big data from social media and web activity logs. Human-Computer Interaction, Data Mining, Information Retrieval,...",Data Scientist Intern,"San Jose, CA",Low
2043,Turn,"Turnâ€™s Platform team develops all distributed and big data systems and applications to efficiently run Turnâ€™s online advertisement, data management, and...","Scientist, Applied Science","Redwood City, CA 94063",Low
2044,Adecco,"Data Scientist - Growth Operations Team:. ÂÅ- Own critical processes that are central to the delivery of accurate metrics (e.g., data models, data pipelines,...",Data Scientist - Growth Operations Team,"Mountain View, CA",Low
2048,Facebook,Our Threat Infrastructure team is seeking an experienced data scientist to conduct rigorous studies of how we create and apply intelligence to protect Facebook...,ThreatInfra Data Scientist,"Menlo Park, CA",Low
2049,Intechriti,"Requirements for Data Scientist, Data Analyst, Machine Learning Engineer*. So, if you are a Data Scientist, Data Engineer, Data Analyst with Machine Learning...",Data Scientist (Advanced Machine Learning),"Sunnyvale, CA",Low
2050,Natero,"This position is a mix of data science with system design and implementation, and a great fit for someone looking to not only work with data, but build the...",Machine Learning Engineer,"Mountain View, CA 94040",Low
2051,A9.com,"Hands-on knowledge of relational databases, Hadoop data processing environments (Pig, Hive, etc.), and related data analysis tools (iPython, R, etc.)....",Data Sciences Engineer - Advertising Technology Platform,"Palo Alto, CA",Low
2052,HP,"Data Scientist, HP Inc, Palo Alto, California. We are seeking to fill an applied data sciences position. Experiences with commercial and open source statistics...",Data Scientist,"Palo Alto, CA",Low
2054,Natera,"Natera is seeking a highly motivated Data Scientist , engineer or applied mathematician to join our rapidly growing company....",Data Scientist,"San Carlos, CA 94070",Low
2055,Apple,"Use distributed data processing and analysis. 5+ years experience working on data science projects. Attention to detail, data accuracy, and quality of output....",Data Scientist - Maps POI,"Santa Clara Valley, CA",Low
2057,Lorven Technologies,Analyze data from multiple input sources and Ability in developing predictive models and implementing data pipelines....,Data Scientist/Engineer,"Sunnyvale, CA",Low
2059,Lockheed Martin,"Manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources combined with empirical research and finding answers to hard...",Senior Data Scientist,"Sunnyvale, CA",Low
2060,Bayside Solutions,"Perform sequencing experiments on a daily basis, and help data analysis interpret the data. Our Client in the South Bay is looking for a Scientist I to join...",Scientist I,"Santa Clara, CA",Low
2064,CA Technologies,We are looking for a Senior Data Engineer / Data Scientist to join our growing Big Data Analytics team. 2+ years of hands-on experience developing distributed...,Senior Data Engineer / Data Scientist,"Santa Clara, CA",Low
2065,"Hitachi America, Ltd.",) has an opening for a Researcher Scientist in Big Data solution technologies in our newly established Big Data Laboratory in Silicon Valley....,"Research Scientist, Big Data Lab","Santa Clara, CA 95054",Low
2066,Becton Dickinson & Company,Experience implementing NGS data analysis pipelines in a production context. Duties and Responsibilities Conduct research using data science and computational...,Senior Bioinformatics Data Scientist,"Menlo Park, CA",Low
2068,Cancer Prevention Institute of California,Works closely with other Oncology Data Specialists to coordinate the work flow for various routine data collection tasks in designated facilities and counties....,"Oncology Data Specialist (with CTR) - Fremont, CA 1605","Fremont, CA",Low
2070,Coupang,Strong data visualization skills. Cares deeply about data quality and demonstrates this commitment by attention to quality of data and code generated....,Sr. Data Scientist,"Palo Alto, CA",Low
2071,Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...",Machine Learning Scientist,"Sunnyvale, CA",Low
2072,"Move, Inc.","Advanced experience in spatial data analysis. As a GIS Analyst at Move, you will be a driving force behind our geospatial data platform--sourcing, acquiring,...","GIS Analyst / GIS Engineer / Data Scientist, GIS","Santa Clara, CA",Low
2073,State Farm Mutual Automobile Insurance Company,Experience w/unstructured data sets:. Our Data Science analysts do much more than just search large data sets & crunch numbers all day!...,Data Scientist,"Palo Alto, CA 94301 (Professorville area)",Low
2074,"Cisco Systems, Inc.","Data Scientist, Marketing and Customer Success. Familiarity with big data and data warehouses. None, Big Data, Cloud, Data Center, Global Service Provider,...","Data Scientist, Customer Success","San Jose, CA",Low
2075,Coupang,"Collaborate with data scientists to develop scalable algorithms to be used in real business. Collaborate with product owners, stakeholders and data scientist to...",Data Engineer,"Palo Alto, CA",Low
2077,Strategic IT Staffing,"Comfort manipulating and analyzing complex, high-volume, high-dimensionality data from varying data sources and big data sources....",Data Scientist,"San Jose, CA",Low
2078,NVIDIA,Research Scientist (Machine Learning). We are now looking for a Research Scientist (Machine Learning). Do you visualize your future at NVIDIA?...,Research Scientist (Machine Learning),"Santa Clara, CA",Low
2079,Legtal,"Extract, aggregate and synthesize data from diverse structured and unstructured data sources. Identify and develop new data driven product features and enhance...",Data Scientist,"San Jose, CA",Low
2080,"Hitachi America, Ltd.","R&D/Big Data Lab. Data from Electronic Health Records, to operational data from hospitals, to. Big data and advanced analytics. Hitachi as a leader in big data....","Research Scientist, Healthcare","Santa Clara, CA 95054",Low
2081,Smule,"Familiarity with ""big data"" tools:. Data, including social interactions and musical performance audio. Ability to eloquently form an argument backed up by data....",Data Scientist,"Palo Alto, CA",Low
2082,Exponent,"This individual will work with a multi-disciplinary team of scientists and engineers and will play a key role in designing and running experiments, as well as...",Associate/Scientist,"Menlo Park, CA 94025",Low
2083,"A2Z Development Center, Inc.","Experience working effectively with science, data processing, and software engineering teams. You will leverage Amazonâ€™s heterogeneous data sources and large...",Applied Artificial Intelligence Scientist,"Sunnyvale, CA",Low
2085,Stanford University,"Proficiency with application design and data modeling. The successful candidate will have in-depth knowledge of high-throughput sequencing technologies,...",Data Scientist,"Stanford, CA 94305",Low
